repo,number,title,state,created_at,closed_at,labels
ollama/ollama,11032,Can't Disable Think Mode of Qwen3 and DeepSeek,closed,2025-06-10 02:07:25,2025-06-10 18:03:56,bug
ollama/ollama,10993,"crash on Radeon 8060S Graphics, gfx1151 on windows",open,2025-06-06 06:08:29,,"bug,windows,amd"
ollama/ollama,10956,Garbage output when running llama3.2-vision:11b,open,2025-06-03 15:23:17,,bug
ollama/ollama,10946,Add swaggo annotations,closed,2025-06-02 06:12:52,2025-11-06 07:47:02,
ollama/ollama,10945,KV Cache Quantization breaks Gemma3,closed,2025-06-02 03:56:27,2025-10-10 17:58:41,bug
ollama/ollama,10924,Discord invites don't work,closed,2025-05-31 02:24:43,2025-11-22 21:11:05,
ollama/ollama,10906,Recommended Citation Format for Ollama,open,2025-05-30 02:09:02,,
ollama/ollama,10896,Add multi-model pull and multi-path storage support,closed,2025-05-29 09:06:06,2025-10-22 01:27:39,
ollama/ollama,10859,Investigate V100 Flash Attention Implementation,closed,2025-05-26 04:23:40,2025-10-08 16:57:36,feature request
ollama/ollama,10844,discover/gpu.go: Add Support for Distributed Inferencing (continued),open,2025-05-24 15:58:36,,
ollama/ollama,10823,Ollama not using GPU when CURLing local API,closed,2025-05-23 02:10:22,2025-06-02 13:01:55,bug
ollama/ollama,10792,Gemma 3n,open,2025-05-21 05:55:03,,model
ollama/ollama,10750,fix: cross-domain authentication token exposure,open,2025-05-16 20:34:49,,
ollama/ollama,10724,envconfig: support config.env file for environment variables,open,2025-05-16 03:47:38,,feature request
ollama/ollama,10714,Community Made VS Code Extention,open,2025-05-15 16:01:53,,feature request
ollama/ollama,10699,official batching support,closed,2025-05-13 23:48:40,2025-05-14 00:04:20,feature request
ollama/ollama,10683,Fix typos,closed,2025-05-13 08:53:11,2025-11-16 04:22:29,
ollama/ollama,10676,"Add gfx1200 & gfx1201 support on windows, drop EOL gfx900 and gfx906 ",open,2025-05-12 20:38:05,,
ollama/ollama,10667,Axelera Metis card support,open,2025-05-11 18:31:53,,feature request
ollama/ollama,10597,"Unloading model doesn't free all GPU memory (v0.6.8, Radeon RX 7900 XTX, Windows 11)",open,2025-05-06 21:45:56,,"bug,windows,needs more info"
ollama/ollama,10584,add thinking support to the api and cli ,closed,2025-05-06 07:07:59,2025-05-29 02:38:52,
ollama/ollama,10537,docs: added OpenLLMetry link,open,2025-05-02 13:57:01,,
ollama/ollama,10458,"Qwen3 MoE 30b-a3b, poor performance and Low GPU utilization issue",open,2025-04-29 02:13:09,,bug
ollama/ollama,10456,how can i disable thinking mode?,closed,2025-04-29 02:01:13,2025-05-30 10:15:40,feature request
ollama/ollama,10453,server/python_tools: add python tool parsing logic,closed,2025-04-29 00:11:05,2025-10-21 20:42:36,
ollama/ollama,10430,Adding support for amd new GPUS 9070 and 9070 XT,open,2025-04-27 21:34:03,,"feature request,windows"
ollama/ollama,10392,Gemma3 add support for do_pan_and_scan,closed,2025-04-24 13:40:38,2025-11-20 04:00:56,feature request
ollama/ollama,10385,Add Qwen2.5-VL support,closed,2025-04-23 23:16:12,2025-05-14 03:58:03,
ollama/ollama,10347,function Pull off Registry,open,2025-04-20 01:23:56,,
ollama/ollama,10337,Add Bitnet.cpp engine,open,2025-04-18 13:45:43,,feature request
ollama/ollama,10333,CLI: image path not recognized correctly,open,2025-04-18 02:15:41,,good first issue
ollama/ollama,10331,Client2 Feedback,open,2025-04-18 00:42:48,,
ollama/ollama,10322,Add support Intel GPU by OneApi /SYCL,open,2025-04-17 10:31:26,,
ollama/ollama,10292,discover: Support cgroups cores and memory limitations,closed,2025-04-15 23:32:25,2025-11-18 00:13:03,
ollama/ollama,10283,Zeroconf (mDNS/Bonjour) Support for LAN Discovery,open,2025-04-15 07:37:31,,feature request
ollama/ollama,10254,FreeBSD patches,open,2025-04-13 01:31:42,,
ollama/ollama,10252,Add account deletion + download-my-data feature to ollama.com (GDPR/DPA compliance),open,2025-04-12 20:01:58,,ollama.com
ollama/ollama,10222,Support Jinja chat templates,open,2025-04-10 19:57:11,,feature request
ollama/ollama,10165,Capitalize Ollama in `ollama` help description,open,2025-04-07 18:16:07,,"feature request,good first issue"
ollama/ollama,10127,panic: failed to decode batch: could not find a kv cache slot (length: 6656),closed,2025-04-04 16:39:08,2025-10-08 23:43:15,bug
ollama/ollama,10097,Add an easy way to list all models and their capabilities,open,2025-04-02 23:38:12,,feature request
ollama/ollama,10071,"ollama run dimavz/whisper-tiny Error: Post ""http://127.0.0.1:11434/api/generate"": EOF",closed,2025-04-01 08:27:05,2025-04-01 08:55:40,bug
ollama/ollama,10050,Extremely Slow Model Download Speed Despite Fast Internet Connection (Windows 11),closed,2025-03-30 13:58:57,2025-03-31 09:54:05,bug
ollama/ollama,9999,[ENHANCE] Add Ubuntu Support for AMD Ryzen AI 9 HX 370 w/ Radeon 890M (gfx1150),open,2025-03-26 15:04:44,,"feature request,amd"
ollama/ollama,9991,server: Improve download reliability in bandwidth-constrained environments.,open,2025-03-26 04:21:15,,
ollama/ollama,9954,`install.sh` : add `OLLAMA_INSTALL_ROCM` to make ROCM installation optional ,closed,2025-03-23 13:47:15,2025-11-06 11:38:46,
ollama/ollama,9877,OLLAMA_MODELS directive not respected,closed,2025-03-19 03:29:21,2025-04-13 20:11:40,bug
ollama/ollama,9846,"Error: digest mismatch, file must be downloaded again: want sha256:8de95da68dc485c0889c205384c24642f83ca18d089559c977ffc6a3972a71a8, got sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855",open,2025-03-18 02:08:44,,"bug,networking"
ollama/ollama,9831,Any news on Pixtral 12B support?,closed,2025-03-17 20:19:39,2025-10-26 23:25:49,feature request
ollama/ollama,9812,AMD RX9070/9070XT support,closed,2025-03-17 09:38:30,2025-07-05 21:03:44,feature request
ollama/ollama,9809,"Model Gemma3:27b causes ""panic: failed to sample token: no tokens to sample from""",closed,2025-03-17 07:57:02,2025-03-17 16:56:40,bug
ollama/ollama,9787,Make ollama can run multiple models parallel,closed,2025-03-15 17:20:50,2025-03-17 21:16:22,feature request
ollama/ollama,9781,"`curl` missing from Ollama Docker image, causing healthcheck failures",closed,2025-03-15 10:01:06,2025-03-26 13:09:02,bug
ollama/ollama,9759,ollama run on 910b,open,2025-03-14 07:59:57,,"feature request,gpu"
ollama/ollama,9683,Gemma 3 4B & 12B is very slow when KV Cache quantization is enabled,closed,2025-03-12 10:32:37,2025-10-03 21:46:02,bug
ollama/ollama,9659,Compatibility with new OpenAI responses API,open,2025-03-11 19:24:45,,feature request
ollama/ollama,9650,Vulkan support  (replacing pull/5059),closed,2025-03-11 13:18:23,2025-10-15 20:28:45,
ollama/ollama,9648,OLLAMA_NOHISTORY=1 not working as environment variable,closed,2025-03-11 11:46:47,2025-03-12 00:57:30,bug
ollama/ollama,9647,Phi4 14b with tool calling and full quantization,closed,2025-03-11 10:11:00,2025-03-21 21:49:53,model
ollama/ollama,9609,Fix out-of-bounds access to digest,closed,2025-03-09 11:15:33,2025-10-18 03:34:36,
ollama/ollama,9605,EXAONE fails to run with quantized KV cache,closed,2025-03-09 02:36:45,2025-10-12 12:34:45,bug
ollama/ollama,9559,SmolVLM,open,2025-03-07 01:06:48,,model
ollama/ollama,9547,server: allow dynamic token generation limit with num_predict==-2,open,2025-03-06 11:46:23,,
ollama/ollama,9546,server: add num_parallel to allow per-model control,open,2025-03-06 11:38:58,,
ollama/ollama,9517,Ollama detects the GPU but still uses the CPU.,closed,2025-03-05 12:17:32,2025-03-17 15:22:44,bug
ollama/ollama,9503,NVIDIA GPU drivers not loaded on Jeston Orin Nano,open,2025-03-04 21:23:16,,"bug,linux,nvidia"
ollama/ollama,9444,Error: listen tcp 127.0.0.1:11434: bind: An attempt was made to access a socket in a way forbidden by its access permissions.,closed,2025-03-01 15:49:16,2025-03-01 17:33:44,
ollama/ollama,9409,Configuring Ollama to Use a Custom Model Registry,open,2025-02-28 03:11:30,,
ollama/ollama,9387,phi4 multimodal and mini instruct support,open,2025-02-27 04:28:38,,model
ollama/ollama,9321,server: Add `OLLAMA_NUM_PULL_PARTS` environment variable to reduce stall occurrences,open,2025-02-24 19:28:28,,
ollama/ollama,9286,"Ability to specify GPU priority for model splitting, and don't split model unless needed",closed,2025-02-22 08:30:14,2025-04-13 16:13:57,feature request
ollama/ollama,9282,runner: enable returning more info from runner processing,open,2025-02-22 00:48:53,,
ollama/ollama,9220,"cannot be used with preferred buffer type ROCm_Host, using CPU instead",closed,2025-02-19 11:12:04,2025-03-04 16:26:30,
ollama/ollama,9187,🪟 Windows 11 24H2 | Smart App Control Blocking Ollama | Unsafe,closed,2025-02-18 07:07:55,2025-07-04 22:09:33,"bug,windows,install"
ollama/ollama,9166,Unable to use GPU at all on windows,closed,2025-02-17 08:50:35,2025-10-06 00:23:51,bug
ollama/ollama,9156,Add support for parallel_tool_calls,open,2025-02-16 20:49:48,,feature request
ollama/ollama,9152,Remove partly downloaded model in case there are no space left on device,closed,2025-02-16 17:59:09,2025-10-06 00:22:18,feature request
ollama/ollama,9137,Ollama API Mixes Reasoning Process with Final Output in content Field,open,2025-02-15 15:18:02,,"bug,api"
ollama/ollama,9124,can i use nvidia tesla k80 gpu run a model?,closed,2025-02-15 04:20:00,2025-02-16 02:22:28,bug
ollama/ollama,9118,Draft MLX go backend for new engine,open,2025-02-14 19:28:17,,
ollama/ollama,9018,CUDA error: an illegal memory access was encountered,open,2025-02-11 17:22:33,,bug
ollama/ollama,8949,"Download the model manually, drop it somewhere, and load it directly",closed,2025-02-08 10:12:34,2025-10-06 00:20:12,
ollama/ollama,8895,Don't perform memory check if client sets use_mmap true.,open,2025-02-06 19:44:25,,
ollama/ollama,8873,pull model manifest: 500,closed,2025-02-06 08:23:09,2025-02-06 21:21:41,networking
ollama/ollama,8851,Memory access fault by GPU node-1 (Agent handle: 0x5635e3db2590) on address 0x7f189722f000. Reason: Page not present or supervisor privilege. (ollama via docker),open,2025-02-05 15:57:11,,"bug,amd"
ollama/ollama,8831,Improve download stability by increasing timeout threshold from 5s to 30s,closed,2025-02-05 01:49:27,2025-02-05 18:00:26,
ollama/ollama,8818,does ollama support windows 7,closed,2025-02-04 09:02:46,2025-03-26 12:15:02,windows
ollama/ollama,8806,Empty supported_types list prevents GPU detection for older AMD GPUs (RX 5700 XT) in official Ollama distribution,closed,2025-02-04 00:07:01,2025-02-21 16:57:18,bug
ollama/ollama,8783,Ollama Auto-Starts on Windows Without User Permission,closed,2025-02-03 07:27:53,2025-07-08 22:38:06,bug
ollama/ollama,8770,Error: llama runner process has terminated: exit status 2,open,2025-02-02 02:20:43,,bug
ollama/ollama,8735,ollama does not utilize HBM3 memory on MI300A,open,2025-01-31 20:59:35,,bug
ollama/ollama,8694,"Ollama on ""old"" MAC",closed,2025-01-30 15:04:43,2025-07-04 21:23:04,feature request
ollama/ollama,8669,deepseek-r1:32b do not support tools? qwen2.5 base model should support.,closed,2025-01-29 18:49:54,2025-10-06 00:16:02,bug
ollama/ollama,8660,gpu,closed,2025-01-29 13:41:07,2025-01-29 13:51:19,bug
ollama/ollama,8601,README: Add handy-ollama to tutorial,closed,2025-01-27 04:29:41,2025-11-05 17:56:14,
ollama/ollama,8597,"Error: llama runner process has terminated: error loading model: unable to allocate CUDA0 buffer (4x L40S, 384GB system RAM, Deepseek-R1)",closed,2025-01-26 17:56:11,2025-01-30 18:05:31,bug
ollama/ollama,8594,Ollama stops accessing GPU and Reverts to CPU after runing for extended periods,closed,2025-01-26 15:52:00,2025-01-27 15:55:33,bug
ollama/ollama,8591,High idle power consumption due to persistent CUDA initialization,open,2025-01-26 11:24:50,,bug
ollama/ollama,8577,Context caching in RAM,closed,2025-01-25 06:52:14,2025-11-01 16:53:18,feature request
ollama/ollama,8558,"Fix build for loongarch64, go arch is not same with uname -m",open,2025-01-24 03:36:14,,
ollama/ollama,8536,Support for API_KEY based authentication,closed,2025-01-22 13:58:27,2025-01-22 17:23:18,feature request
ollama/ollama,8484,Issue with Ollama Model Download: Progress Reverting During Download,closed,2025-01-19 10:48:15,2025-03-04 15:36:35,"bug,networking"
ollama/ollama,8460,Llama-3_1-Nemotron-51B-Instruct,open,2025-01-16 21:21:32,,model
ollama/ollama,8444,Ollama not respecting structured outputs with some ordering of refs,open,2025-01-16 00:41:12,,bug
ollama/ollama,8427,0.5.5 Model Creation on Windows Seems Broken,closed,2025-01-14 19:52:57,2025-01-15 03:01:25,bug
ollama/ollama,8423,save with OLLAMA_MODELS set doesn't work anymore in 0.5.5,open,2025-01-14 15:46:45,,bug
ollama/ollama,8414,[Feature] Support Intel GPUs,closed,2025-01-14 04:58:03,2025-05-25 05:58:59,feature request
ollama/ollama,8359,feat(install): use curl -C to continue download,open,2025-01-09 07:24:38,,
ollama/ollama,8339,`GIN_MODE` not able to set to `release`,closed,2025-01-07 18:11:06,2025-01-16 00:01:57,bug
ollama/ollama,8305,Speed ten times slower than llamafile,closed,2025-01-04 11:49:09,2025-10-03 21:37:35,"bug,performance,needs more info"
ollama/ollama,8296,Some Models seem to be crashing while using with JSON Schema mode,open,2025-01-03 17:37:41,,bug
ollama/ollama,8293,Ollama - Gentoo Linux support ,closed,2025-01-03 10:42:43,2025-10-28 22:01:04,feature request
ollama/ollama,8279,Improved offline installation experience (install.sh),open,2025-01-01 10:36:41,,
ollama/ollama,8262,Segmentation Fault in AMD GPGPU Applications on 780M,closed,2024-12-28 13:36:31,2025-02-15 08:36:38,bug
ollama/ollama,8237,Changes macOS installer to skip symlink step if ollama is already in path.,closed,2024-12-25 08:08:00,2025-11-05 17:59:07,
ollama/ollama,8218,Question: Commercial Usage License Confirmation and Data Collection Clarification,open,2024-12-23 12:58:03,,
ollama/ollama,8165,server: add options to dry run and debug for chat and generate,closed,2024-12-18 23:20:47,2025-10-16 22:58:43,
ollama/ollama,8154,I can not connect to 11434 port,closed,2024-12-18 10:30:19,2025-10-03 21:39:25,"bug,needs more info"
ollama/ollama,8106,server: tokenize & detokenize endpoints,closed,2024-12-15 04:32:59,2025-10-16 22:57:14,
ollama/ollama,8105,Digest mismatch for llama3.3,open,2024-12-15 03:09:51,,bug
ollama/ollama,8008,Return prompt cache utilization on completion responses,open,2024-12-09 08:28:49,,feature request
ollama/ollama,7865,Model Context Protocol (MCP) support,open,2024-11-27 19:37:46,,feature request
ollama/ollama,7777,ppc64le: corrected ioctls,open,2024-11-21 11:00:06,,
ollama/ollama,7750,Disallow Tool Streaming,closed,2024-11-20 00:15:52,2024-11-22 00:42:17,
ollama/ollama,7733,"Error: POST predict: Post ""http://127.0.0.1:35943/completion"": EOF",closed,2024-11-19 03:56:41,2024-11-22 20:30:03,"bug,memory"
ollama/ollama,7550,ollama runner process has terminated: exit status 127 ,closed,2024-11-07 10:13:31,2025-10-03 22:02:18,"bug,linux,needs more info"
ollama/ollama,7424,boost embed endpoint,open,2024-10-30 16:43:31,,
ollama/ollama,7420,"Support AMD GPUs on Ampere, Raspberry Pis (arm64 ROCm)",closed,2024-10-30 15:01:36,2024-11-01 16:10:23,feature request
ollama/ollama,7256,Last character being truncated by stop sequence,closed,2024-10-18 17:27:40,2025-10-03 22:17:17,"bug,needs more info"
ollama/ollama,7252,add h2ovl-mississippi-800m and h2ovl-mississippi-2b,open,2024-10-18 09:59:30,,model
ollama/ollama,7244,Pulling models from private OCI Registries,open,2024-10-17 18:57:43,,feature request
ollama/ollama,7219,FEAT: add rerank support,closed,2024-10-16 03:37:43,2025-09-16 18:05:05,
ollama/ollama,7125,openai: support max_completion_tokens due to deprecation of max_tokens,open,2024-10-08 01:17:37,,"feature request,api"
ollama/ollama,7104,Optimizing GPU Usage for AI Models: Splitting Workloads Across Multiple GPUs Even if the Model Fits in One GPU,closed,2024-10-05 02:17:29,2024-10-05 13:44:56,feature request
ollama/ollama,7097,feat: configure auto startup in macos,open,2024-10-04 00:49:51,,
ollama/ollama,7047,Uneven split across GPUs,open,2024-09-30 15:07:23,,"bug,memory"
ollama/ollama,7001,"cli: pull models without starting server, fixes #3369",open,2024-09-27 10:12:50,,
ollama/ollama,6934,"OpenAI client expects embeddings to be base64 encoded string, not json array of floats",closed,2024-09-24 13:02:47,2025-10-27 19:15:48,"bug,api"
ollama/ollama,6922,Support for jinaai/jina-embeddings-v3 embedding model,open,2024-09-23 17:56:39,,model
ollama/ollama,6854,server: Add OLLAMA_NO_MMAP to disable mmap globally,open,2024-09-18 08:33:28,,
ollama/ollama,6826,"Massive performance regression on 0.1.32 -> GGML_CUDA_FORCE_MMQ: (SET TO NO, after  0.1.31)",closed,2024-09-16 13:04:35,2025-10-03 21:12:02,"bug,performance,nvidia,needs more info"
ollama/ollama,6748,Support Mistral's new visual model: Pixtral-12b-240910,closed,2024-09-11 08:24:58,2025-10-26 23:30:32,model
ollama/ollama,6729,discover/gpu.go: Add Support for Distributed Inferencing,closed,2024-09-10 14:24:43,2025-05-30 02:28:35,
ollama/ollama,6704,ollama model not support tool calling,closed,2024-09-09 02:12:10,2024-09-11 06:43:18,feature request
ollama/ollama,6652,Add Dracarys-Llama-3.1-70B-Instruct support,closed,2024-09-05 09:32:08,2025-11-07 16:22:50,model
ollama/ollama,6537,Add metrics endpoint and basic request metrics otel based,open,2024-08-27 23:54:05,,
ollama/ollama,6489,Error 403 occurs when I call ollama's api,closed,2024-08-24 10:31:27,2024-08-25 01:52:50,bug
ollama/ollama,6398,"When running ollama via docker, it won't respond to any request by API-call or python-client-library",closed,2024-08-17 13:51:05,2024-08-17 22:22:16,bug
ollama/ollama,6377,Full(er) JSON Schema support for tool calling,closed,2024-08-15 20:06:35,2025-10-07 20:50:00,"feature request,api"
ollama/ollama,6329,Change log for updated models on website?,open,2024-08-12 21:52:06,,"feature request,ollama.com"
ollama/ollama,6282,"AMD integrated graphic on linux kernel 6.9.9+, GTT memory, loading freeze fix",open,2024-08-09 10:43:59,,
ollama/ollama,6262,Batch embeddings get progressively worse with larger batches,open,2024-08-08 20:47:39,,bug
ollama/ollama,6230,Add Generate Embedding for Sparse vector,open,2024-08-07 10:26:27,,feature request
ollama/ollama,6224,Passing result from tool calling to model,closed,2024-08-07 05:39:45,2024-10-24 03:23:46,"feature request,needs more info"
ollama/ollama,6211,Error: max retries exceeded,closed,2024-08-06 22:42:52,2024-08-11 23:09:29,bug
ollama/ollama,6173,"Using ollama version 0.3.3, downloading all models will result in errors.",open,2024-08-05 08:17:10,,bug
ollama/ollama,6152,I read that ollama now supports AMD GPUs but it's not using it ,closed,2024-08-03 13:53:16,2024-08-09 20:52:47,"question,amd"
ollama/ollama,6119,Enable experimental windows build for OneAPI [Intel Discrete GPUs],closed,2024-08-01 13:32:57,2025-11-05 20:43:30,
ollama/ollama,6094,"""embedding generation failed: do embedding request: Post \""http://127.0.0.1:33967/embedding\"": EOF""",closed,2024-07-31 09:39:08,2024-09-02 23:36:51,bug
ollama/ollama,6068,ollama serve --choice a model name,closed,2024-07-30 05:44:11,2024-07-31 01:39:26,feature request
ollama/ollama,6024,Disable auto updates,open,2024-07-28 09:48:29,,feature request
ollama/ollama,5986,Make it easier to run the container as a non-root user,open,2024-07-26 14:54:33,,"feature request,docker"
ollama/ollama,5907,Support token embeddings for  `v1/embeddings`,open,2024-07-24 11:17:36,,"feature request,api"
ollama/ollama,5872, [Ascend ] add ascend npu support,open,2024-07-23 11:44:09,,
ollama/ollama,5800,Enable speculative decoding,open,2024-07-19 21:51:23,,"feature request,performance"
ollama/ollama,5782,Add hermes-2-pro-llama-3 to the testing matrix,closed,2024-07-18 20:24:45,2025-11-03 00:14:18,
ollama/ollama,5760,Make llama.cpp's cache_prompt parameter configurable,open,2024-07-18 02:05:28,,
ollama/ollama,5754,OLLAMA_MAX_VRAM  is ignored,closed,2024-07-17 18:23:32,2024-07-22 17:35:30,bug
ollama/ollama,5700,zfs ARC leads to incorrect system memory prediction and refusal to load models that could work,open,2024-07-15 11:23:55,,"feature request,memory"
ollama/ollama,5641,Ollama Puts out Gibberish After a While.,closed,2024-07-11 23:31:36,2025-10-03 21:08:07,"bug,needs more info"
ollama/ollama,5593,Support intel igpus,closed,2024-07-10 09:05:57,2025-10-15 20:39:45,
ollama/ollama,5549,Account removal on ollama.com,closed,2024-07-08 19:54:19,2024-07-09 04:36:27,feature request
ollama/ollama,5509,usage templating,open,2024-07-05 23:28:10,,
ollama/ollama,5495,The quality of the results returned by the embedding model  become worse,closed,2024-07-05 05:28:44,2025-10-03 19:19:48,"bug,needs more info"
ollama/ollama,5426,"Enable AMD iGPU 780M in Linux, Create amd-igpu-780m.md",open,2024-07-02 04:04:52,,
ollama/ollama,5424,"Supports voice recognition and text-to-speech capabilities, with customizable extension abilities",open,2024-07-02 00:01:13,,feature request
ollama/ollama,5356,allow for num_ctx parameter in the openai API compatibility,closed,2024-06-28 10:04:14,2025-04-16 22:20:10,feature request
ollama/ollama,5338,The main shell script runner for ollama downloader doesn't check for hash,open,2024-06-27 18:37:18,,bug
ollama/ollama,5304,Support for multimodal embedding models,open,2024-06-26 15:13:57,,feature request
ollama/ollama,5303,"Ollama keeps to randomly re-evaluate whole prompt, making chats impossible",open,2024-06-26 14:14:53,,"bug,performance"
ollama/ollama,5284,tools,closed,2024-06-25 21:26:54,2024-07-16 01:03:38,
ollama/ollama,5245,Allow importing multi-file GGUF models,open,2024-06-23 21:45:41,,bug
ollama/ollama,5233,filtering library models based on tags?,open,2024-06-23 01:02:38,,"feature request,ollama.com"
ollama/ollama,5159,"""error"": ""invalid character 'm' looking for beginning of value""",closed,2024-06-20 06:09:30,2024-06-20 14:27:54,bug
ollama/ollama,5059,Add Vulkan support to ollama,closed,2024-06-15 10:13:25,2025-10-15 20:29:43,
ollama/ollama,4960,user is not in the sudoers file - add support to install on debian 12,open,2024-06-10 10:20:51,,bug
ollama/ollama,4596,[Website] Library - Newest doesn't really sort with the newest releases,open,2024-05-23 16:53:52,,"feature request,ollama.com"
ollama/ollama,4510,Would it be possible for Ollama to support re-rank models?,closed,2024-05-18 04:05:07,2024-09-02 20:57:52,feature request
ollama/ollama,4370,Ollama’s speed in generating chat content slowed down by tenfold When switching the chat format to JSON,open,2024-05-12 03:31:46,,"bug,performance,api"
ollama/ollama,4363,Install rocm packages on host system on dnf based system,open,2024-05-11 14:32:36,,
ollama/ollama,4209,IBM-Granite ,closed,2024-05-06 21:26:04,2024-06-04 06:51:15,model
ollama/ollama,4192,feat: support registry basic auth,closed,2024-05-06 03:02:16,2024-12-27 06:06:39,
ollama/ollama,4115,Error 403 when trying to call api/chat or api/generate from REST client,closed,2024-05-03 03:06:15,2024-05-07 07:16:49,bug
ollama/ollama,4077,Stop running model without removing,closed,2024-05-01 11:58:26,2024-05-01 13:19:00,feature request
ollama/ollama,4072,Ollama should prevent sleep when working.,open,2024-05-01 08:21:53,,"feature request,good first issue,windows"
ollama/ollama,4064,Support DirectML,open,2024-04-30 22:47:27,,feature request
ollama/ollama,4034,Implement downloads via torrents,open,2024-04-29 20:51:10,,"feature request,registry"
ollama/ollama,4025,"Update linux.md, suggest containerized install",open,2024-04-29 13:43:19,,
ollama/ollama,3978,"Error: Head ""http://127.0.0.1:11434/"": dial tcp 127.0.0.1:11434: connectex:",closed,2024-04-27 12:46:00,2024-05-21 18:18:09,"bug,windows"
ollama/ollama,3953,Support VLLM as a backend,open,2024-04-26 19:29:55,,feature request
ollama/ollama,3851,"Why Ollama is so terribly slow when I set format=""json""",open,2024-04-23 19:32:01,,"bug,performance,api"
ollama/ollama,3794,"模型下载最后1%速度骤降，导致下载时间超长。The download speed suddenly drops at the last 1%, resulting in an extremely long download time.",closed,2024-04-21 09:34:13,2024-04-30 19:20:29,bug
ollama/ollama,3769,An existing connection was forcibly closed by the remote host.Could you help me?,closed,2024-04-20 02:07:16,2024-05-02 00:24:10,bug
ollama/ollama,3748,Import from a HF model directly?,closed,2024-04-19 06:35:34,2024-05-10 00:09:36,feature request
ollama/ollama,3651,"If OLLAMA_CONTAINER_MANAGER is set, only install NVIDIA drivers",open,2024-04-15 11:33:41,,
ollama/ollama,3648,Add AutoSD and Fedora Asahi Remix to install script,open,2024-04-15 09:33:54,,
ollama/ollama,3643,how to change the max input token length when I run ‘’ollama run gemma:7b-instruct-v1.1-fp16‘’,closed,2024-04-15 05:12:38,2024-04-17 00:46:54,
ollama/ollama,3625,can't be installed on ubuntu runing in a podman container.,closed,2024-04-13 14:01:22,2024-04-16 16:15:26,"bug,amd,docker"
ollama/ollama,3615,Install Ollama on OSTree systems,open,2024-04-12 11:47:22,,
ollama/ollama,3530,Add n_probs input option and CompletionProbabilities output option,open,2024-04-07 23:49:41,,
ollama/ollama,3526,Ollama fails to start in CPU only mode,closed,2024-04-07 16:26:08,2024-05-18 04:12:42,bug
ollama/ollama,3511,"On Windows, launching ollama from the shortcut or executable by clicking causes very slow tokens generation, but launching from commandline is fast",closed,2024-04-06 08:08:35,2024-09-21 23:54:50,"bug,windows"
ollama/ollama,3438,Bug in MODEL download directory and launching ollama service  in Linux,open,2024-04-01 13:06:01,,"bug,linux"
ollama/ollama,3368,Reranking models,open,2024-03-27 07:41:15,,
ollama/ollama,3201,Ollama is not using my GPU (Windows),closed,2024-03-17 21:27:23,2024-04-15 22:53:48,"bug,windows,nvidia"
ollama/ollama,3144,add /metrics endpoint,open,2024-03-14 16:39:01,,"feature request,api"
ollama/ollama,3107,Windows Rocm: HSA_OVERRIDE_GFX_VERSION doesn´t work,open,2024-03-13 14:51:31,,"bug,windows,amd"
ollama/ollama,3105,Improve usability with Bash completion for Ollama on Linux,closed,2024-03-13 14:40:44,2024-05-09 18:58:49,
ollama/ollama,3097,Ollama CUDA on Ubuntu Issue,closed,2024-03-13 09:14:02,2024-04-12 22:20:11,"bug,linux,nvidia"
ollama/ollama,3095,Limit ollama usage of GPUs using CUDA_VISIBLE_DEVICES,closed,2024-03-13 06:42:44,2024-04-12 22:26:09,nvidia
ollama/ollama,2941,Global Configuration Variables for Ollama,closed,2024-03-05 21:32:44,2024-03-06 01:12:19,
ollama/ollama,2938,Windows install path,closed,2024-03-05 16:51:30,2024-03-21 13:20:16,windows
ollama/ollama,2745,Ability to pull/push models from/to OCI registries,closed,2024-02-25 16:14:03,2024-03-01 02:07:57,
ollama/ollama,2714,Misunderstanding of ollama num_ctx parameter and context window,closed,2024-02-23 18:00:42,2024-02-23 19:34:42,
ollama/ollama,2680,Server misbehaving pulling models,closed,2024-02-22 14:00:42,2024-02-22 19:30:58,
ollama/ollama,2672, Do Ollama support multiple GPUs working simultaneously?,closed,2024-02-22 09:37:50,2024-02-26 12:11:55,
ollama/ollama,2637,Integrated AMD GPU support,open,2024-02-21 14:56:12,,"feature request,amd"
ollama/ollama,2627,Error: listen tcp 127.0.0.1:11434: bind: ,closed,2024-02-21 09:41:05,2024-03-27 20:54:57,"bug,windows"
ollama/ollama,2578,"First attempt at Vulkan: WIP, do not merge",closed,2024-02-18 16:00:12,2025-10-15 20:30:43,
ollama/ollama,2558,Issue on Windows 10 ENT. wsarecv: An existing connection was forcibly closed by the remote host.,closed,2024-02-17 09:01:42,2024-03-11 19:43:32,bug
ollama/ollama,2496,default num_thread incorrect on some large core count system (non-hyperthreading),closed,2024-02-14 17:10:39,2024-08-05 22:20:08,bug
ollama/ollama,2491,How to install ollama on ubuntu with specific version,closed,2024-02-14 12:16:23,2024-02-20 03:59:33,
ollama/ollama,2458,Add support for running llama.cpp with SYCL for Intel GPUs,closed,2024-02-12 00:26:06,2025-10-15 20:32:51,
ollama/ollama,2453,"Add support for older AMD GPU gfx803, gfx802, gfx805 (e.g. Radeon RX 580, FirePro W7100)",open,2024-02-11 22:15:37,,"feature request,amd,build"
ollama/ollama,2415,Provide logits or logprobs in the API,closed,2024-02-08 21:02:45,2025-11-13 22:53:56,"feature request,api"
